method,n_simul,t_max,n_grid,time,lag,error_fro,rel_error_fro,error_nuc,rel_error_nuc,error_sup,rel_error_sup
lowrank_spec,100,800,101,2.12450472354889,5,0.00493515621816303,0.00806539356017672,0.0114466384584147,0.0090566219497791,0.0135113287772471,0.00952770884459495
lowrank_spec,100,800,101,2.12450472354889,10,0.00411607455958908,0.00672679035446499,0.00963844355228999,0.00762597156837835,0.013514241138064,0.00952976253793419
lowrank_spec,100,800,101,2.12450472354889,20,0.00341950392964651,0.0055884036399228,0.00842696802210063,0.00666744772592506,0.00979966568135508,0.00691037594640963
lowrank_spec,100,800,101,2.12450472354889,30,0.00477854275567942,0.00780944437520391,0.0101934242561367,0.00806507431827491,0.014634934033398,0.0103200353369301
lowrank_spec,100,800,101,2.12450472354889,40,0.00364720187897629,0.00596052429690039,0.00848884841995526,0.00671640772160479,0.0105762796491436,0.00745801651468554
lowrank_spec,100,800,101,2.12450472354889,60,0.00509323975781973,0.00832374525287991,0.0111318108027496,0.0088075291644123,0.0149231714780223,0.0105232901385684
lowrank_spec,100,800,101,2.12450472354889,80,0.0035113956328558,0.00573857978805977,0.00892156949319125,0.00705877820742371,0.0143118961387084,0.0100922404947561
lowrank_spec,100,800,101,2.12450472354889,100,0.00502978276067399,0.00822003918289902,0.0114057453066859,0.00902426713950989,0.0141132827087245,0.0099521853628952
svd_spec,100,800,101,2.32488554000855,0,0.00398257247605832,0.00650861147680021,0.00973960830564048,0.00770601348890084,0.011159338129926,0.00786916863272308
svd_spec,100,800,101,2.32488554000855,1,0.00585031334108887,0.00956101032274869,0.0118079704935729,0.00934250916921573,0.0181755983194258,0.0128167859519056
svd_spec,100,800,101,2.32488554000855,2,0.00369763583977493,0.00604294716755696,0.00889242727135958,0.00703572077559647,0.0123008494946007,0.00867412187638424
svd_spec,100,800,101,2.32488554000855,3,0.00385921573508919,0.00630701286061959,0.00906282478211516,0.00717053990539629,0.010504723399361,0.00740755759053535
svd_spec,100,800,101,2.32488554000855,5,0.00451619599068208,0.00738069808726364,0.0101669664631626,0.00804414081631603,0.0162016244657027,0.0114248097477007
svd_spec,100,800,101,2.32488554000855,10,0.00416184509457314,0.00680159191327839,0.0097377955459211,0.0077045792268226,0.0126377342259278,0.00891168101562147
svd_spec,100,800,101,2.32488554000855,20,0.00440235643824394,0.00719465315726754,0.00962630816844636,0.00761637000857663,0.0119726933759817,0.00844271784460317
svd_spec,100,800,101,2.32488554000855,30,0.00413082136572202,0.00675089066455852,0.00947311115467015,0.00749515997450009,0.0144122359468608,0.0101629965612659
svd_spec,100,800,101,2.32488554000855,40,0.0051196141762096,0.00836684825810032,0.0108224308755299,0.00856274664159051,0.0118653948717109,0.0083670547529112
svd_spec,100,800,101,2.32488554000855,60,0.00477433447567616,0.00780256689596369,0.0106096986602172,0.00839443213968451,0.0134316098013793,0.00947149385612274
svd_spec,100,800,101,2.32488554000855,80,0.00448288951535705,0.00732626620715212,0.0106689251551392,0.00844129235771864,0.0148522788543265,0.0104732991799485
svd_spec,100,800,101,2.32488554000855,100,0.00488401783743513,0.00798181947490608,0.0107339650227984,0.00849275213739045,0.0141992274033861,0.0100127905069912
